     t      	     M      	     rh     	     rc     	     rJ     	     rv     	     x      	     y      
+2.42700e+03	+7.31339e+03	+2.63367e+00	+3.99898e-01	+7.92087e+01	+3.36666e+00	-2.15810e+04	-1.44624e+04
+2.42800e+03	+7.31319e+03	+2.63368e+00	+3.99663e-01	+7.90549e+01	+3.36649e+00	-2.14887e+04	-1.45159e+04
+2.42900e+03	+7.31299e+03	+2.63368e+00	+3.99427e-01	+7.89002e+01	+3.36632e+00	-2.13959e+04	-1.45691e+04
+2.43000e+03	+7.31278e+03	+2.63369e+00	+3.99192e-01	+7.87447e+01	+3.36615e+00	-2.13025e+04	-1.46219e+04
+2.43100e+03	+7.31258e+03	+2.63369e+00	+3.98957e-01	+7.85884e+01	+3.36598e+00	-2.12087e+04	-1.46744e+04
+2.43200e+03	+7.31237e+03	+2.63370e+00	+3.98722e-01	+7.84313e+01	+3.36580e+00	-2.11143e+04	-1.47266e+04
+2.43300e+03	+7.31217e+03	+2.63371e+00	+3.98486e-01	+7.82733e+01	+3.36563e+00	-2.10195e+04	-1.47784e+04
+2.43400e+03	+7.31196e+03	+2.63371e+00	+3.98251e-01	+7.81145e+01	+3.36546e+00	-2.09241e+04	-1.48298e+04
+2.43500e+03	+7.31175e+03	+2.63372e+00	+3.98016e-01	+7.79548e+01	+3.36528e+00	-2.08282e+04	-1.48809e+04
+2.43600e+03	+7.31155e+03	+2.63372e+00	+3.97781e-01	+7.77943e+01	+3.36511e+00	-2.07318e+04	-1.49316e+04
+2.43700e+03	+7.31134e+03	+2.63373e+00	+3.97547e-01	+7.76329e+01	+3.36493e+00	-2.06349e+04	-1.49819e+04
+2.43800e+03	+7.31113e+03	+2.63374e+00	+3.97312e-01	+7.74707e+01	+3.36476e+00	-2.05375e+04	-1.50319e+04
+2.43900e+03	+7.31092e+03	+2.63374e+00	+3.97077e-01	+7.73077e+01	+3.36458e+00	-2.04396e+04	-1.50815e+04
+2.44000e+03	+7.31071e+03	+2.63375e+00	+3.96842e-01	+7.71438e+01	+3.36441e+00	-2.03412e+04	-1.51307e+04
+2.44100e+03	+7.31050e+03	+2.63375e+00	+3.96608e-01	+7.69791e+01	+3.36423e+00	-2.02422e+04	-1.51795e+04
+2.44200e+03	+7.31029e+03	+2.63376e+00	+3.96373e-01	+7.68135e+01	+3.36405e+00	-2.01427e+04	-1.52279e+04
+2.44300e+03	+7.31008e+03	+2.63377e+00	+3.96139e-01	+7.66471e+01	+3.36388e+00	-2.00427e+04	-1.52760e+04
+2.44400e+03	+7.30987e+03	+2.63377e+00	+3.95904e-01	+7.64799e+01	+3.36370e+00	-1.99422e+04	-1.53236e+04
+2.44500e+03	+7.30965e+03	+2.63378e+00	+3.95670e-01	+7.63118e+01	+3.36352e+00	-1.98412e+04	-1.53709e+04
+2.44600e+03	+7.30944e+03	+2.63378e+00	+3.95436e-01	+7.61428e+01	+3.36334e+00	-1.97397e+04	-1.54178e+04
+2.44700e+03	+7.30923e+03	+2.63379e+00	+3.95202e-01	+7.59730e+01	+3.36316e+00	-1.96376e+04	-1.54642e+04
+2.44800e+03	+7.30901e+03	+2.63380e+00	+3.94968e-01	+7.58024e+01	+3.36298e+00	-1.95351e+04	-1.55103e+04
+2.44900e+03	+7.30880e+03	+2.63380e+00	+3.94734e-01	+7.56309e+01	+3.36280e+00	-1.94320e+04	-1.55559e+04
+2.45000e+03	+7.30858e+03	+2.63381e+00	+3.94500e-01	+7.54585e+01	+3.36262e+00	-1.93284e+04	-1.56011e+04
+2.45100e+03	+7.30837e+03	+2.63381e+00	+3.94266e-01	+7.52853e+01	+3.36244e+00	-1.92242e+04	-1.56459e+04
+2.45200e+03	+7.30815e+03	+2.63382e+00	+3.94032e-01	+7.51113e+01	+3.36226e+00	-1.91196e+04	-1.56903e+04
+2.45300e+03	+7.30793e+03	+2.63382e+00	+3.93798e-01	+7.49364e+01	+3.36208e+00	-1.90144e+04	-1.57342e+04
+2.45400e+03	+7.30771e+03	+2.63383e+00	+3.93565e-01	+7.47606e+01	+3.36189e+00	-1.89087e+04	-1.57778e+04
+2.45500e+03	+7.30749e+03	+2.63383e+00	+3.93331e-01	+7.45840e+01	+3.36171e+00	-1.88025e+04	-1.58208e+04
+2.45600e+03	+7.30728e+03	+2.63384e+00	+3.93098e-01	+7.44065e+01	+3.36153e+00	-1.86958e+04	-1.58635e+04
+2.45700e+03	+7.30705e+03	+2.63384e+00	+3.92864e-01	+7.42282e+01	+3.36134e+00	-1.85885e+04	-1.59057e+04
+2.45800e+03	+7.30683e+03	+2.63385e+00	+3.92631e-01	+7.40490e+01	+3.36116e+00	-1.84808e+04	-1.59474e+04
+2.45900e+03	+7.30661e+03	+2.63385e+00	+3.92397e-01	+7.38690e+01	+3.36097e+00	-1.83724e+04	-1.59887e+04
+2.46000e+03	+7.30639e+03	+2.63386e+00	+3.92164e-01	+7.36881e+01	+3.36079e+00	-1.82636e+04	-1.60296e+04
+2.46100e+03	+7.30617e+03	+2.63386e+00	+3.91931e-01	+7.35064e+01	+3.36060e+00	-1.81543e+04	-1.60700e+04
+2.46200e+03	+7.30594e+03	+2.63387e+00	+3.91698e-01	+7.33238e+01	+3.36041e+00	-1.80444e+04	-1.61099e+04
+2.46300e+03	+7.30572e+03	+2.63387e+00	+3.91465e-01	+7.31403e+01	+3.36022e+00	-1.79340e+04	-1.61494e+04
+2.46400e+03	+7.30549e+03	+2.63388e+00	+3.91232e-01	+7.29560e+01	+3.36004e+00	-1.78231e+04	-1.61883e+04
+2.46500e+03	+7.30527e+03	+2.63388e+00	+3.90999e-01	+7.27708e+01	+3.35985e+00	-1.77116e+04	-1.62268e+04
+2.46600e+03	+7.30504e+03	+2.63389e+00	+3.90766e-01	+7.25848e+01	+3.35966e+00	-1.75997e+04	-1.62649e+04
+2.46700e+03	+7.30481e+03	+2.63389e+00	+3.90533e-01	+7.23979e+01	+3.35947e+00	-1.74872e+04	-1.63024e+04
+2.46800e+03	+7.30458e+03	+2.63389e+00	+3.90301e-01	+7.22101e+01	+3.35928e+00	-1.73741e+04	-1.63394e+04
+2.46900e+03	+7.30436e+03	+2.63390e+00	+3.90068e-01	+7.20215e+01	+3.35909e+00	-1.72606e+04	-1.63760e+04
+2.47000e+03	+7.30413e+03	+2.63390e+00	+3.89836e-01	+7.18320e+01	+3.35889e+00	-1.71465e+04	-1.64120e+04
+2.47100e+03	+7.30389e+03	+2.63390e+00	+3.89603e-01	+7.16417e+01	+3.35870e+00	-1.70319e+04	-1.64476e+04
+2.47200e+03	+7.30366e+03	+2.63391e+00	+3.89371e-01	+7.14505e+01	+3.35851e+00	-1.69167e+04	-1.64826e+04
+2.47300e+03	+7.30343e+03	+2.63391e+00	+3.89138e-01	+7.12584e+01	+3.35832e+00	-1.68011e+04	-1.65171e+04
+2.47400e+03	+7.30320e+03	+2.63391e+00	+3.88906e-01	+7.10655e+01	+3.35812e+00	-1.66849e+04	-1.65511e+04
+2.47500e+03	+7.30296e+03	+2.63392e+00	+3.88674e-01	+7.08717e+01	+3.35793e+00	-1.65681e+04	-1.65846e+04
+2.47600e+03	+7.30273e+03	+2.63392e+00	+3.88442e-01	+7.06771e+01	+3.35773e+00	-1.64509e+04	-1.66175e+04
+2.47700e+03	+7.30249e+03	+2.63392e+00	+3.88210e-01	+7.04815e+01	+3.35754e+00	-1.63331e+04	-1.66499e+04
+2.47800e+03	+7.30226e+03	+2.63392e+00	+3.87978e-01	+7.02852e+01	+3.35734e+00	-1.62148e+04	-1.66818e+04
+2.47900e+03	+7.30202e+03	+2.63393e+00	+3.87746e-01	+7.00879e+01	+3.35714e+00	-1.60959e+04	-1.67131e+04
+2.48000e+03	+7.30178e+03	+2.63393e+00	+3.87514e-01	+6.98898e+01	+3.35694e+00	-1.59765e+04	-1.67439e+04
+2.48100e+03	+7.30154e+03	+2.63393e+00	+3.87282e-01	+6.96909e+01	+3.35674e+00	-1.58566e+04	-1.67741e+04
+2.48200e+03	+7.30130e+03	+2.63393e+00	+3.87050e-01	+6.94910e+01	+3.35654e+00	-1.57362e+04	-1.68037e+04
+2.48300e+03	+7.30106e+03	+2.63393e+00	+3.86819e-01	+6.92903e+01	+3.35634e+00	-1.56152e+04	-1.68328e+04
+2.48400e+03	+7.30082e+03	+2.63393e+00	+3.86587e-01	+6.90888e+01	+3.35614e+00	-1.54937e+04	-1.68613e+04
+2.48500e+03	+7.30058e+03	+2.63393e+00	+3.86356e-01	+6.88864e+01	+3.35594e+00	-1.53717e+04	-1.68893e+04
+2.48600e+03	+7.30033e+03	+2.63393e+00	+3.86124e-01	+6.86831e+01	+3.35574e+00	-1.52491e+04	-1.69166e+04
+2.48700e+03	+7.30009e+03	+2.63393e+00	+3.85893e-01	+6.84789e+01	+3.35554e+00	-1.51260e+04	-1.69434e+04
+2.48800e+03	+7.29984e+03	+2.63393e+00	+3.85661e-01	+6.82739e+01	+3.35533e+00	-1.50024e+04	-1.69695e+04
+2.48900e+03	+7.29959e+03	+2.63393e+00	+3.85430e-01	+6.80681e+01	+3.35513e+00	-1.48782e+04	-1.69951e+04
+2.49000e+03	+7.29935e+03	+2.63393e+00	+3.85199e-01	+6.78613e+01	+3.35492e+00	-1.47535e+04	-1.70200e+04
+2.49100e+03	+7.29910e+03	+2.63393e+00	+3.84968e-01	+6.76537e+01	+3.35472e+00	-1.46283e+04	-1.70444e+04
+2.49200e+03	+7.29885e+03	+2.63393e+00	+3.84737e-01	+6.74453e+01	+3.35451e+00	-1.45025e+04	-1.70681e+04
+2.49300e+03	+7.29860e+03	+2.63393e+00	+3.84506e-01	+6.72360e+01	+3.35430e+00	-1.43762e+04	-1.70912e+04
+2.49400e+03	+7.29835e+03	+2.63393e+00	+3.84275e-01	+6.70258e+01	+3.35409e+00	-1.42494e+04	-1.71136e+04
+2.49500e+03	+7.29809e+03	+2.63392e+00	+3.84044e-01	+6.68148e+01	+3.35389e+00	-1.41221e+04	-1.71355e+04
+2.49600e+03	+7.29784e+03	+2.63392e+00	+3.83813e-01	+6.66029e+01	+3.35368e+00	-1.39942e+04	-1.71566e+04
+2.49700e+03	+7.29758e+03	+2.63392e+00	+3.83583e-01	+6.63901e+01	+3.35346e+00	-1.38658e+04	-1.71772e+04
+2.49800e+03	+7.29733e+03	+2.63392e+00	+3.83352e-01	+6.61765e+01	+3.35325e+00	-1.37368e+04	-1.71970e+04
+2.49900e+03	+7.29707e+03	+2.63391e+00	+3.83121e-01	+6.59620e+01	+3.35304e+00	-1.36073e+04	-1.72163e+04
+2.50000e+03	+7.29681e+03	+2.63391e+00	+3.82891e-01	+6.57467e+01	+3.35283e+00	-1.34773e+04	-1.72348e+04
+2.50100e+03	+7.29655e+03	+2.63391e+00	+3.82660e-01	+6.55305e+01	+3.35261e+00	-1.33468e+04	-1.72526e+04
+2.50200e+03	+7.29629e+03	+2.63390e+00	+3.82430e-01	+6.53135e+01	+3.35240e+00	-1.32157e+04	-1.72698e+04
+2.50300e+03	+7.29603e+03	+2.63390e+00	+3.82200e-01	+6.50956e+01	+3.35218e+00	-1.30841e+04	-1.72863e+04
+2.50400e+03	+7.29577e+03	+2.63389e+00	+3.81969e-01	+6.48769e+01	+3.35197e+00	-1.29520e+04	-1.73021e+04
+2.50500e+03	+7.29550e+03	+2.63389e+00	+3.81739e-01	+6.46573e+01	+3.35175e+00	-1.28194e+04	-1.73172e+04
+2.50600e+03	+7.29524e+03	+2.63388e+00	+3.81509e-01	+6.44368e+01	+3.35153e+00	-1.26862e+04	-1.73315e+04
+2.50700e+03	+7.29497e+03	+2.63387e+00	+3.81279e-01	+6.42155e+01	+3.35131e+00	-1.25525e+04	-1.73452e+04
+2.50800e+03	+7.29470e+03	+2.63387e+00	+3.81049e-01	+6.39934e+01	+3.35109e+00	-1.24182e+04	-1.73581e+04
+2.50900e+03	+7.29443e+03	+2.63386e+00	+3.80819e-01	+6.37704e+01	+3.35087e+00	-1.22835e+04	-1.73703e+04
+2.51000e+03	+7.29416e+03	+2.63385e+00	+3.80589e-01	+6.35466e+01	+3.35065e+00	-1.21482e+04	-1.73817e+04
+2.51100e+03	+7.29389e+03	+2.63384e+00	+3.80360e-01	+6.33219e+01	+3.35042e+00	-1.20124e+04	-1.73924e+04
+2.51200e+03	+7.29362e+03	+2.63383e+00	+3.80130e-01	+6.30964e+01	+3.35020e+00	-1.18761e+04	-1.74023e+04
+2.51300e+03	+7.29335e+03	+2.63383e+00	+3.79900e-01	+6.28701e+01	+3.34998e+00	-1.17392e+04	-1.74115e+04
+2.51400e+03	+7.29307e+03	+2.63382e+00	+3.79671e-01	+6.26429e+01	+3.34975e+00	-1.16018e+04	-1.74199e+04
+2.51500e+03	+7.29279e+03	+2.63381e+00	+3.79441e-01	+6.24148e+01	+3.34952e+00	-1.14639e+04	-1.74275e+04
+2.51600e+03	+7.29252e+03	+2.63380e+00	+3.79212e-01	+6.21860e+01	+3.34929e+00	-1.13255e+04	-1.74343e+04
+2.51700e+03	+7.29224e+03	+2.63378e+00	+3.78982e-01	+6.19563e+01	+3.34906e+00	-1.11866e+04	-1.74403e+04
+2.51800e+03	+7.29195e+03	+2.63377e+00	+3.78753e-01	+6.17258e+01	+3.34883e+00	-1.10471e+04	-1.74455e+04
+2.51900e+03	+7.29167e+03	+2.63376e+00	+3.78524e-01	+6.14944e+01	+3.34860e+00	-1.09071e+04	-1.74499e+04
+2.52000e+03	+7.29139e+03	+2.63375e+00	+3.78294e-01	+6.12623e+01	+3.34837e+00	-1.07666e+04	-1.74535e+04
+2.52100e+03	+7.29110e+03	+2.63374e+00	+3.78065e-01	+6.10293e+01	+3.34814e+00	-1.06256e+04	-1.74562e+04
+2.52200e+03	+7.29082e+03	+2.63372e+00	+3.77836e-01	+6.07955e+01	+3.34790e+00	-1.04841e+04	-1.74581e+04
+2.52300e+03	+7.29053e+03	+2.63371e+00	+3.77607e-01	+6.05608e+01	+3.34767e+00	-1.03421e+04	-1.74591e+04
+2.52400e+03	+7.29024e+03	+2.63369e+00	+3.77378e-01	+6.03254e+01	+3.34743e+00	-1.01996e+04	-1.74593e+04
+2.52500e+03	+7.28995e+03	+2.63368e+00	+3.77149e-01	+6.00892e+01	+3.34719e+00	-1.00565e+04	-1.74586e+04
+2.52600e+03	+7.28965e+03	+2.63366e+00	+3.76920e-01	+5.98521e+01	+3.34695e+00	-9.91296e+03	-1.74570e+04
+2.52700e+03	+7.28936e+03	+2.63364e+00	+3.76692e-01	+5.96143e+01	+3.34671e+00	-9.76891e+03	-1.74546e+04
+2.52800e+03	+7.28906e+03	+2.63363e+00	+3.76463e-01	+5.93756e+01	+3.34647e+00	-9.62435e+03	-1.74512e+04
+2.52900e+03	+7.28877e+03	+2.63361e+00	+3.76234e-01	+5.91362e+01	+3.34623e+00	-9.47929e+03	-1.74470e+04
+2.53000e+03	+7.28847e+03	+2.63359e+00	+3.76006e-01	+5.88959e+01	+3.34599e+00	-9.33373e+03	-1.74418e+04
+2.53100e+03	+7.28817e+03	+2.63357e+00	+3.75777e-01	+5.86549e+01	+3.34574e+00	-9.18767e+03	-1.74357e+04
+2.53200e+03	+7.28786e+03	+2.63355e+00	+3.75549e-01	+5.84131e+01	+3.34550e+00	-9.04112e+03	-1.74286e+04
+2.53300e+03	+7.28756e+03	+2.63353e+00	+3.75320e-01	+5.81705e+01	+3.34525e+00	-8.89408e+03	-1.74206e+04
+2.53400e+03	+7.28725e+03	+2.63351e+00	+3.75092e-01	+5.79271e+01	+3.34500e+00	-8.74655e+03	-1.74117e+04
+2.53500e+03	+7.28695e+03	+2.63349e+00	+3.74864e-01	+5.76830e+01	+3.34475e+00	-8.59853e+03	-1.74017e+04
+2.53600e+03	+7.28664e+03	+2.63346e+00	+3.74636e-01	+5.74381e+01	+3.34450e+00	-8.45003e+03	-1.73908e+04
+2.53700e+03	+7.28632e+03	+2.63344e+00	+3.74407e-01	+5.71925e+01	+3.34425e+00	-8.30105e+03	-1.73789e+04
+2.53800e+03	+7.28601e+03	+2.63341e+00	+3.74179e-01	+5.69461e+01	+3.34399e+00	-8.15158e+03	-1.73660e+04
+2.53900e+03	+7.28570e+03	+2.63339e+00	+3.73951e-01	+5.66989e+01	+3.34374e+00	-8.00165e+03	-1.73521e+04
+2.54000e+03	+7.28538e+03	+2.63336e+00	+3.73723e-01	+5.64510e+01	+3.34348e+00	-7.85124e+03	-1.73372e+04
+2.54100e+03	+7.28506e+03	+2.63334e+00	+3.73496e-01	+5.62024e+01	+3.34322e+00	-7.70036e+03	-1.73212e+04
+2.54200e+03	+7.28474e+03	+2.63331e+00	+3.73268e-01	+5.59530e+01	+3.34296e+00	-7.54901e+03	-1.73042e+04
+2.54300e+03	+7.28442e+03	+2.63328e+00	+3.73040e-01	+5.57029e+01	+3.34270e+00	-7.39721e+03	-1.72861e+04
+2.54400e+03	+7.28409e+03	+2.63325e+00	+3.72812e-01	+5.54521e+01	+3.34244e+00	-7.24494e+03	-1.72670e+04
+2.54500e+03	+7.28376e+03	+2.63322e+00	+3.72585e-01	+5.52006e+01	+3.34218e+00	-7.09222e+03	-1.72467e+04
+2.54600e+03	+7.28344e+03	+2.63319e+00	+3.72357e-01	+5.49484e+01	+3.34191e+00	-6.93905e+03	-1.72254e+04
+2.54700e+03	+7.28310e+03	+2.63315e+00	+3.72129e-01	+5.46955e+01	+3.34164e+00	-6.78544e+03	-1.72030e+04
+2.54800e+03	+7.28277e+03	+2.63312e+00	+3.71902e-01	+5.44419e+01	+3.34138e+00	-6.63138e+03	-1.71794e+04
+2.54900e+03	+7.28244e+03	+2.63309e+00	+3.71675e-01	+5.41877e+01	+3.34111e+00	-6.47688e+03	-1.71547e+04
+2.55000e+03	+7.28210e+03	+2.63305e+00	+3.71447e-01	+5.39327e+01	+3.34084e+00	-6.32195e+03	-1.71289e+04
+2.55100e+03	+7.28176e+03	+2.63302e+00	+3.71220e-01	+5.36771e+01	+3.34056e+00	-6.16660e+03	-1.71019e+04
+2.55200e+03	+7.28142e+03	+2.63298e+00	+3.70993e-01	+5.34209e+01	+3.34029e+00	-6.01082e+03	-1.70737e+04
+2.55300e+03	+7.28107e+03	+2.63294e+00	+3.70766e-01	+5.31640e+01	+3.34001e+00	-5.85462e+03	-1.70444e+04
+2.55400e+03	+7.28073e+03	+2.63290e+00	+3.70538e-01	+5.29064e+01	+3.33973e+00	-5.69802e+03	-1.70138e+04
+2.55500e+03	+7.28038e+03	+2.63286e+00	+3.70311e-01	+5.26483e+01	+3.33945e+00	-5.54100e+03	-1.69821e+04
+2.55600e+03	+7.28003e+03	+2.63282e+00	+3.70084e-01	+5.23895e+01	+3.33917e+00	-5.38359e+03	-1.69491e+04
+2.55700e+03	+7.27967e+03	+2.63278e+00	+3.69858e-01	+5.21301e+01	+3.33889e+00	-5.22578e+03	-1.69148e+04
+2.55800e+03	+7.27932e+03	+2.63273e+00	+3.69631e-01	+5.18702e+01	+3.33861e+00	-5.06758e+03	-1.68794e+04
+2.55900e+03	+7.27896e+03	+2.63269e+00	+3.69404e-01	+5.16097e+01	+3.33832e+00	-4.90901e+03	-1.68426e+04
+2.56000e+03	+7.27860e+03	+2.63264e+00	+3.69177e-01	+5.13485e+01	+3.33803e+00	-4.75005e+03	-1.68046e+04
+2.56100e+03	+7.27823e+03	+2.63259e+00	+3.68950e-01	+5.10869e+01	+3.33774e+00	-4.59073e+03	-1.67652e+04
+2.56200e+03	+7.27787e+03	+2.63254e+00	+3.68724e-01	+5.08247e+01	+3.33745e+00	-4.43106e+03	-1.67246e+04
+2.56300e+03	+7.27750e+03	+2.63249e+00	+3.68497e-01	+5.05620e+01	+3.33715e+00	-4.27102e+03	-1.66826e+04
+2.56400e+03	+7.27713e+03	+2.63244e+00	+3.68271e-01	+5.02987e+01	+3.33686e+00	-4.11065e+03	-1.66392e+04
+2.56500e+03	+7.27675e+03	+2.63239e+00	+3.68044e-01	+5.00350e+01	+3.33656e+00	-3.94994e+03	-1.65945e+04
+2.56600e+03	+7.27637e+03	+2.63233e+00	+3.67818e-01	+4.97707e+01	+3.33626e+00	-3.78890e+03	-1.65485e+04
+2.56700e+03	+7.27599e+03	+2.63228e+00	+3.67592e-01	+4.95060e+01	+3.33596e+00	-3.62754e+03	-1.65010e+04
+2.56800e+03	+7.27561e+03	+2.63222e+00	+3.67365e-01	+4.92409e+01	+3.33566e+00	-3.46587e+03	-1.64521e+04
+2.56900e+03	+7.27523e+03	+2.63216e+00	+3.67139e-01	+4.89753e+01	+3.33535e+00	-3.30390e+03	-1.64018e+04
+2.57000e+03	+7.27484e+03	+2.63210e+00	+3.66913e-01	+4.87093e+01	+3.33504e+00	-3.14164e+03	-1.63501e+04
+2.57100e+03	+7.27445e+03	+2.63204e+00	+3.66687e-01	+4.84428e+01	+3.33473e+00	-2.97910e+03	-1.62969e+04
+2.57200e+03	+7.27405e+03	+2.63198e+00	+3.66461e-01	+4.81760e+01	+3.33442e+00	-2.81629e+03	-1.62422e+04
+2.57300e+03	+7.27365e+03	+2.63192e+00	+3.66235e-01	+4.79089e+01	+3.33411e+00	-2.65322e+03	-1.61861e+04
+2.57400e+03	+7.27325e+03	+2.63185e+00	+3.66009e-01	+4.76413e+01	+3.33379e+00	-2.48990e+03	-1.61284e+04
+2.57500e+03	+7.27285e+03	+2.63178e+00	+3.65783e-01	+4.73735e+01	+3.33347e+00	-2.32635e+03	-1.60692e+04
+2.57600e+03	+7.27244e+03	+2.63171e+00	+3.65557e-01	+4.71053e+01	+3.33315e+00	-2.16258e+03	-1.60084e+04
+2.57700e+03	+7.27203e+03	+2.63164e+00	+3.65331e-01	+4.68369e+01	+3.33283e+00	-1.99859e+03	-1.59461e+04
+2.57800e+03	+7.27162e+03	+2.63157e+00	+3.65105e-01	+4.65682e+01	+3.33250e+00	-1.83440e+03	-1.58822e+04
+2.57900e+03	+7.27120e+03	+2.63150e+00	+3.64880e-01	+4.62992e+01	+3.33218e+00	-1.67003e+03	-1.58167e+04
+2.58000e+03	+7.27078e+03	+2.63142e+00	+3.64654e-01	+4.60301e+01	+3.33185e+00	-1.50549e+03	-1.57496e+04
